選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
Ｒ．ドリス,3505132,2026,阪　神,14,0,1,5,5,5,0,0,0,0,56,14,10,0,4,0,18,1,0,2,2,1.29
Ｄ．モレッタ,3705152,2026,阪　神,15,2,1,0,5,7,0,0,0,0.667,55,"12
.2",10,3,6,1,16,1,0,9,9,6.39
小川　一平,11715151,2020,阪　神,21,0,0,0,0,0,0,0,0,0,101,21,28,1,13,0,18,5,0,15,11,4.71
小川　一平,11715151,2021,阪　神,19,1,0,0,2,3,0,0,0,1,83,"21
.1",15,2,7,0,19,0,0,7,7,2.95
小川　一平,11715151,2022,阪　神,6,0,2,0,0,0,0,0,0,0,100,"24
.2",16,3,9,3,22,1,0,12,12,4.38
西　純矢,91495151,2021,阪　神,2,1,1,0,0,0,0,0,0,0.5,34,8,4,0,7,0,2,0,0,3,3,3.38
西　純矢,91495151,2022,阪　神,14,6,3,0,0,0,1,0,1,0.667,309,"77
.1",67,7,19,1,60,2,0,24,23,2.68
西　純矢,91495151,2023,阪　神,17,5,2,0,0,0,1,0,1,0.714,316,"72
.1",79,9,28,3,45,0,0,33,31,3.86
西　純矢,91495151,2024,阪　神,4,0,1,0,0,0,0,0,0,0,28,"6
.2",5,0,3,0,0,0,0,2,2,2.7
矢澤　宏太,73375157,2023,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,3,0,0,0,0,0
矢澤　宏太,73375157,2024,北海道日本ハム,17,1,2,0,3,4,0,0,0,0.333,62,"13
.1",11,0,13,0,12,1,0,7,6,4.05
生田目　翼,41245138,2019,北海道日本ハム,4,0,1,0,0,0,0,0,0,0,39,8,10,2,4,0,2,0,0,10,7,7.88
生田目　翼,41245138,2020,北海道日本ハム,3,0,1,0,0,0,0,0,0,0,29,6,9,1,3,0,5,2,0,6,5,7.5
生田目　翼,41245138,2021,北海道日本ハム,1,1,0,0,0,0,0,0,0,1,22,6,1,0,3,1,5,0,0,1,1,1.5
生田目　翼,41245138,2022,北海道日本ハム,2,0,1,0,0,0,0,0,0,0,41,10,7,0,4,1,7,0,0,5,4,3.6
生田目　翼,41245138,2023,北海道日本ハム,5,0,1,0,0,0,0,0,0,0,35,"8
.1",5,0,4,2,5,2,0,3,2,2.16
生田目　翼,41245138,2024,北海道日本ハム,43,1,1,1,9,10,0,0,0,0.5,172,"41
.2",48,1,9,1,34,1,0,18,18,3.89
生田目　翼,41245138,2025,北海道日本ハム,25,0,0,0,6,6,0,0,0,0,105,"27
.1",20,3,5,0,16,0,0,7,7,2.3
生田目　翼,41245138,2026,北海道日本ハム,4,0,0,0,0,0,0,0,0,0,16,"4
.1",3,1,1,0,3,0,0,1,1,2.08
加藤　貴之,41545132,2016,北海道日本ハム,30,7,3,0,1,2,0,0,0,0.7,392,"91
.1",91,4,31,2,64,1,0,37,35,3.45
加藤　貴之,41545132,2017,北海道日本ハム,21,6,6,0,0,0,0,0,0,0.5,521,120,125,13,38,1,99,1,0,51,47,3.53
加藤　貴之,41545132,2018,北海道日本ハム,26,5,8,0,3,3,0,0,0,0.385,489,"113
.1",127,9,28,4,82,3,0,61,57,4.53
加藤　貴之,41545132,2019,北海道日本ハム,26,5,7,0,1,1,0,0,0,0.417,378,92,85,11,23,3,70,1,0,39,36,3.52
加藤　貴之,41545132,2020,北海道日本ハム,28,4,2,0,1,4,0,0,0,0.667,249,58,57,4,23,2,51,1,0,23,21,3.26
加藤　貴之,41545132,2021,北海道日本ハム,25,6,7,0,0,0,1,1,1,0.462,595,150,136,13,21,3,102,2,0,61,57,3.42
加藤　貴之,41545132,2022,北海道日本ハム,22,8,7,0,1,1,3,2,1,0.533,564,"147
.2",124,9,11,1,98,0,0,35,33,2.01
加藤　貴之,41545132,2023,北海道日本ハム,24,7,9,0,0,0,3,1,3,0.438,648,"163
.1",162,14,16,1,83,2,1,59,52,2.87
加藤　貴之,41545132,2024,北海道日本ハム,27,10,9,0,0,0,3,2,2,0.526,672,"166
.2",174,15,17,1,103,2,0,55,50,2.7
加藤　貴之,41545132,2025,北海道日本ハム,20,9,6,0,0,0,3,0,2,0.6,486,119,125,15,13,2,56,0,0,47,45,3.4
加藤　貴之,41545132,2026,北海道日本ハム,6,4,1,0,0,0,0,0,0,0.8,136,"33
.1",32,1,3,0,19,0,0,12,9,2.43
北山　亘基,51755155,2022,北海道日本ハム,55,3,5,9,16,19,0,0,0,0.375,219,"51
.1",37,3,28,4,58,1,1,21,20,3.51
北山　亘基,51755155,2023,北海道日本ハム,14,6,5,0,0,0,0,0,0,0.545,273,66,49,9,34,0,58,1,2,26,25,3.41
北山　亘基,51755155,2024,北海道日本ハム,14,5,1,0,1,1,1,1,0,0.833,320,"81
.2",52,5,28,5,87,1,0,22,21,2.31
北山　亘基,51755155,2025,北海道日本ハム,22,9,5,0,0,0,4,0,0,0.643,599,149,112,7,45,4,143,2,0,37,27,1.63
北山　亘基,51755155,2026,北海道日本ハム,6,3,2,0,0,0,1,1,1,0.6,160,"41
.2",30,1,5,1,39,0,1,9,9,1.94
達　孝太,1205155,2022,北海道日本ハム,1,0,0,0,0,0,0,0,0,0,12,3,1,0,3,0,0,0,0,0,0,0
達　孝太,1205155,2024,北海道日本ハム,1,1,0,0,0,0,0,0,0,1,18,5,3,0,0,0,4,0,0,0,0,0
達　孝太,1205155,2025,北海道日本ハム,16,8,2,0,0,0,3,1,1,0.8,418,"107
.2",80,7,20,1,94,1,1,27,25,2.09
達　孝太,1205155,2026,北海道日本ハム,6,2,3,0,0,0,0,0,0,0.4,162,"38
.1",32,4,12,2,37,0,0,16,14,3.29
伊藤　大海,51355153,2021,北海道日本ハム,23,10,9,0,0,0,1,1,0,0.526,610,146,125,8,53,6,141,1,0,51,47,2.9
伊藤　大海,51355153,2022,北海道日本ハム,26,10,9,1,1,1,2,2,0,0.526,653,"155
.2",140,5,49,5,112,5,0,60,51,2.95
伊藤　大海,51355153,2023,北海道日本ハム,24,7,10,0,0,0,3,1,2,0.412,649,"153
.1",147,11,41,8,134,2,0,64,59,3.46
伊藤　大海,51355153,2024,北海道日本ハム,26,14,5,0,0,0,5,4,3,0.737,710,"176
.1",150,14,39,3,161,1,0,60,52,2.65
伊藤　大海,51355153,2025,北海道日本ハム,27,14,8,0,0,0,6,1,0,0.636,797,"196
.2",179,15,29,8,195,4,0,60,55,2.52
伊藤　大海,51355153,2026,北海道日本ハム,8,4,2,0,0,0,1,0,1,0.667,217,"52
.1",52,9,8,3,41,0,1,21,19,3.27
山﨑　福也,21825130,2015,オリックス,17,3,6,0,0,0,0,0,0,0.333,258,"57
.2",49,9,34,3,35,4,0,35,29,4.53
山﨑　福也,21825130,2016,オリックス,17,3,2,0,0,0,0,0,0,0.6,260,"61
.1",55,4,23,3,37,2,0,27,25,3.67
山﨑　福也,21825130,2017,オリックス,15,2,5,0,0,1,1,1,0,0.286,205,45,52,8,20,0,21,2,1,29,22,4.4
山﨑　福也,21825130,2018,オリックス,7,0,1,0,0,0,0,0,0,0,80,"17
.2",21,2,7,0,9,0,0,11,9,4.58
山﨑　福也,21825130,2019,オリックス,36,2,3,0,1,3,0,0,0,0.4,236,54,49,6,28,3,37,2,0,27,27,4.5
山﨑　福也,21825130,2020,オリックス,15,5,5,0,0,0,0,0,0,0.5,347,84,71,12,33,2,46,0,0,45,42,4.5
山﨑　福也,21825130,2021,オリックス,22,8,10,0,0,1,0,0,0,0.444,473,"116
.1",111,13,24,6,75,2,0,47,46,3.56
山﨑　福也,21825130,2022,オリックス,24,5,8,0,2,3,0,0,0,0.385,475,"114
.2",112,13,27,6,91,4,0,58,44,3.45
山﨑　福也,21825130,2023,オリックス,23,11,5,0,0,0,0,0,0,0.688,537,"130
.1",127,7,24,5,80,0,0,48,47,3.25
山﨑　福也,21825130,2024,北海道日本ハム,24,10,6,0,0,0,2,0,1,0.625,600,"147
.2",142,17,28,4,74,3,0,57,52,3.17
山﨑　福也,21825130,2025,北海道日本ハム,20,7,5,0,0,2,2,1,2,0.583,450,111,105,11,18,1,51,2,0,36,28,2.27
山﨑　福也,21825130,2026,北海道日本ハム,7,0,0,0,0,0,0,0,0,0,29,"6
.1",9,1,3,0,5,0,0,4,4,5.68
玉井　大翔,91295134,2017,北海道日本ハム,24,1,2,0,1,2,0,0,0,0.333,99,"24
.1",17,2,7,3,12,0,0,8,7,2.59
玉井　大翔,91295134,2018,北海道日本ハム,40,2,3,0,2,4,0,0,0,0.4,209,48,48,5,13,7,40,2,0,24,22,4.13
玉井　大翔,91295134,2019,北海道日本ハム,65,2,3,0,11,13,0,0,0,0.4,256,62,52,1,22,1,34,1,0,22,18,2.61
玉井　大翔,91295134,2020,北海道日本ハム,49,4,4,1,21,25,0,0,0,0.5,175,"41
.2",36,5,18,1,29,3,0,17,16,3.46
玉井　大翔,91295134,2021,北海道日本ハム,50,0,0,0,8,8,0,0,0,0,185,"42
.2",41,2,19,4,23,1,0,18,15,3.16
玉井　大翔,91295134,2022,北海道日本ハム,50,1,1,0,19,20,0,0,0,0.5,167,"37
.2",37,1,17,0,16,1,0,17,14,3.35
玉井　大翔,91295134,2023,北海道日本ハム,50,0,2,2,10,10,0,0,0,0,162,"37
.2",43,3,7,3,21,3,0,14,11,2.63
玉井　大翔,91295134,2025,北海道日本ハム,40,3,2,1,17,20,0,0,0,0.6,127,32,23,1,8,2,23,0,0,8,8,2.25
玉井　大翔,91295134,2026,北海道日本ハム,10,1,0,0,1,2,0,0,0,1,31,"8
.2",6,2,0,1,3,0,0,3,3,3.12
上原　健太,41345132,2016,北海道日本ハム,1,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0
上原　健太,41345132,2017,北海道日本ハム,9,1,5,0,0,0,0,0,0,0.167,166,"34
.2",44,7,20,0,29,1,0,27,24,6.23
上原　健太,41345132,2018,北海道日本ハム,10,4,0,0,0,0,0,0,0,1,158,"37
.1",34,3,11,1,24,1,0,15,13,3.13
上原　健太,41345132,2019,北海道日本ハム,13,1,3,0,0,0,0,0,0,0.25,195,"45
.1",53,7,9,0,30,6,1,31,28,5.56
上原　健太,41345132,2020,北海道日本ハム,7,1,3,0,0,0,0,0,0,0.25,149,"34
.1",37,3,12,0,28,3,0,20,17,4.46
上原　健太,41345132,2021,北海道日本ハム,11,0,0,0,0,0,0,0,0,0,47,"11
.1",8,0,6,0,11,0,0,5,5,3.97
上原　健太,41345132,2022,北海道日本ハム,25,3,5,0,1,1,0,0,0,0.375,302,"73
.1",73,2,21,3,59,2,0,28,26,3.19
上原　健太,41345132,2023,北海道日本ハム,19,4,7,0,0,0,0,0,0,0.364,424,"101
.1",101,7,22,4,74,0,0,40,31,2.75
上原　健太,41345132,2024,北海道日本ハム,7,0,5,0,0,0,0,0,0,0,126,"25
.1",40,2,13,1,13,0,0,26,26,9.24
上原　健太,41345132,2025,北海道日本ハム,27,3,1,1,13,16,0,0,0,0.75,98,"24
.1",15,1,8,3,24,0,0,3,3,1.11
上原　健太,41345132,2026,北海道日本ハム,13,1,1,0,3,4,0,0,0,0.5,52,"13
.1",7,2,4,1,13,0,0,4,4,2.7
杉浦　稔大,61765139,2014,東京ヤクルト,4,2,2,0,0,0,0,0,0,0.5,92,23,23,5,2,1,28,0,0,9,9,3.52
杉浦　稔大,61765139,2015,東京ヤクルト,7,1,3,0,0,0,0,0,0,0.25,164,37,35,2,21,0,25,1,0,12,12,2.92
杉浦　稔大,61765139,2016,東京ヤクルト,17,3,2,0,0,0,0,0,0,0.6,252,"51
.2",75,6,25,1,45,2,0,43,41,7.14
杉浦　稔大,61765139,2017,東京ヤクルト,5,0,1,0,0,0,0,0,0,0,18,"4
.2",3,2,1,0,9,0,0,2,2,3.86
杉浦　稔大,61765139,2018,北海道日本ハム,3,2,0,0,0,0,0,0,0,1,47,"12
.2",6,1,3,1,11,0,0,4,4,2.84
杉浦　稔大,61765139,2019,北海道日本ハム,14,4,4,0,0,0,0,0,0,0.5,252,65,52,7,13,2,50,1,0,30,27,3.74
杉浦　稔大,61765139,2020,北海道日本ハム,17,7,5,1,0,1,0,0,0,0.583,319,"74
.2",59,6,37,1,68,2,0,29,26,3.13
杉浦　稔大,61765139,2021,北海道日本ハム,56,3,3,28,1,4,0,0,0,0.5,221,"54
.2",34,9,24,1,69,4,0,18,18,2.96
杉浦　稔大,61765139,2022,北海道日本ハム,16,3,6,0,0,0,0,0,0,0.333,184,"42
.2",45,5,10,2,48,3,0,25,25,5.27
杉浦　稔大,61765139,2023,北海道日本ハム,24,0,1,0,0,0,0,0,0,0,99,"22
.2",22,4,10,2,22,1,0,9,7,2.78
杉浦　稔大,61765139,2024,北海道日本ハム,40,2,0,3,15,17,0,0,0,1,137,"34
.2",24,1,12,1,23,4,0,8,6,1.56
杉浦　稔大,61765139,2025,北海道日本ハム,18,2,2,0,1,3,0,0,0,0.5,64,"16
.1",14,6,3,0,12,0,0,10,9,4.96
杉浦　稔大,61765139,2026,中　日,8,1,1,0,3,4,0,0,0,0.5,32,"7
.1",7,1,4,0,6,0,0,4,4,4.91
金村　尚真,51555157,2023,北海道日本ハム,4,2,1,0,0,0,0,0,0,0.667,97,25,18,0,5,0,23,2,0,7,5,1.8
金村　尚真,51555157,2024,北海道日本ハム,29,7,6,0,6,8,0,0,0,0.538,537,136,116,11,24,3,98,1,0,38,36,2.38
金村　尚真,51555157,2025,北海道日本ハム,28,5,7,0,5,6,4,3,1,0.417,386,"95
.1",94,8,13,2,62,1,0,32,31,2.93
宮西　尚生,41445116,2008,北海道日本ハム,50,2,4,0,8,10,0,0,0,0.333,198,"45
.1",47,5,15,2,25,2,1,24,22,4.37
宮西　尚生,41445116,2009,北海道日本ハム,58,7,2,0,13,20,0,0,0,0.778,189,"46
.2",39,6,15,1,55,0,0,15,15,2.89
宮西　尚生,41445116,2010,北海道日本ハム,61,2,1,1,23,25,0,0,0,0.667,181,"47
.2",29,1,9,4,49,0,0,9,9,1.7
宮西　尚生,41445116,2011,北海道日本ハム,61,1,2,0,14,15,0,0,0,0.333,218,53,38,3,14,8,56,2,0,15,13,2.21
宮西　尚生,41445116,2012,北海道日本ハム,66,2,2,0,39,41,0,0,0,0.5,244,60,51,4,14,4,56,0,0,18,15,2.25
宮西　尚生,41445116,2013,北海道日本ハム,57,3,1,0,30,33,0,0,0,0.75,197,"46
.2",40,1,16,2,39,1,0,12,9,1.74
宮西　尚生,41445116,2014,北海道日本ハム,62,1,5,0,41,42,0,0,0,0.167,218,50,47,2,23,4,46,0,0,14,12,2.16
宮西　尚生,41445116,2015,北海道日本ハム,50,3,3,0,25,28,0,0,0,0.5,163,40,29,4,11,1,30,1,0,19,12,2.7
宮西　尚生,41445116,2016,北海道日本ハム,58,3,1,2,39,42,0,0,0,0.75,190,"47
.1",28,0,22,5,36,1,0,11,8,1.52
宮西　尚生,41445116,2017,北海道日本ハム,51,4,5,0,25,29,0,0,0,0.444,164,"40
.2",34,3,12,0,24,2,0,19,15,3.32
宮西　尚生,41445116,2018,北海道日本ハム,55,4,3,0,37,41,0,0,0,0.571,186,45,29,1,20,5,39,0,0,11,9,1.8
宮西　尚生,41445116,2019,北海道日本ハム,55,1,2,0,43,44,0,0,0,0.333,182,"47
.1",32,1,6,3,51,1,0,13,9,1.71
宮西　尚生,41445116,2020,北海道日本ハム,50,2,1,8,21,23,0,0,0,0.667,197,"48
.1",34,4,22,4,53,1,0,12,11,2.05
宮西　尚生,41445116,2021,北海道日本ハム,50,1,2,0,15,16,0,0,0,0.333,189,"44
.1",42,3,15,4,49,3,0,20,18,3.65
宮西　尚生,41445116,2022,北海道日本ハム,24,0,3,1,7,7,0,0,0,0,91,"20
.2",20,1,11,1,14,1,0,13,13,5.66
宮西　尚生,41445116,2023,北海道日本ハム,31,1,3,1,13,14,0,0,0,0.25,111,"23
.2",29,3,10,3,24,1,0,7,7,2.66
宮西　尚生,41445116,2024,北海道日本ハム,30,0,1,0,19,19,0,0,0,0,105,"25
.2",18,2,10,0,24,2,0,10,6,2.1
宮西　尚生,41445116,2025,北海道日本ハム,31,1,1,0,12,13,0,0,0,0.5,91,"19
.2",23,1,8,0,14,3,0,9,7,3.2
田中　正義,31235134,2018,福岡ソフトバンク,10,0,1,0,0,0,0,0,0,0,64,"13
.2",18,6,6,0,15,0,0,13,13,8.56
田中　正義,31235134,2019,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,5,"0
.2",1,0,2,0,0,0,0,0,0,0
田中　正義,31235134,2021,福岡ソフトバンク,18,0,0,0,1,1,0,0,0,0,67,"16
.2",9,2,8,0,14,3,0,5,4,2.16
田中　正義,31235134,2022,福岡ソフトバンク,5,0,0,0,1,1,0,0,0,0,16,5,2,0,0,0,6,0,0,0,0,0
田中　正義,31235134,2023,北海道日本ハム,47,2,3,25,8,10,0,0,0,0.4,194,"46
.1",43,6,13,0,46,0,0,18,18,3.5
田中　正義,31235134,2024,北海道日本ハム,53,4,4,20,12,16,0,0,0,0.5,201,"49
.2",33,4,17,3,47,1,0,14,12,2.17
田中　正義,31235134,2025,北海道日本ハム,49,1,1,13,12,13,0,0,0,0.5,196,"47
.2",37,2,13,2,48,2,0,7,7,1.32
田中　正義,31235134,2026,北海道日本ハム,11,0,1,0,7,7,0,0,0,0,35,"10
.2",3,1,1,0,7,0,0,3,3,2.53
大川　慈英,61365152,2026,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,10,"0
.2",4,0,1,0,0,1,0,5,2,27
河野　竜生,81785151,2020,北海道日本ハム,12,3,5,0,0,0,0,0,0,0.375,269,"60
.1",63,9,30,3,43,1,0,40,34,5.07
河野　竜生,81785151,2021,北海道日本ハム,40,3,6,0,9,11,0,0,0,0.333,376,"90
.1",74,7,31,4,68,4,0,35,30,2.99
河野　竜生,81785151,2022,北海道日本ハム,21,0,2,1,1,1,0,0,0,0,150,"34
.2",36,3,11,3,25,3,0,24,17,4.41
河野　竜生,81785151,2023,北海道日本ハム,50,1,4,0,20,21,0,0,0,0.2,164,"42
.1",30,1,9,3,35,0,0,9,8,1.7
河野　竜生,81785151,2024,北海道日本ハム,52,1,4,0,33,34,0,0,0,0.2,168,"42
.1",33,5,11,1,33,4,0,10,10,2.13
河野　竜生,81785151,2025,北海道日本ハム,32,2,0,0,18,20,0,0,0,1,107,"26
.2",19,4,6,4,21,1,0,14,12,4.05
細野　晴希,61865159,2024,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,39,"9
.1",8,1,4,0,9,1,0,4,4,3.86
細野　晴希,61865159,2025,北海道日本ハム,6,3,1,0,0,0,0,0,0,0.75,146,"35
.2",18,0,23,1,34,1,0,6,6,1.51
細野　晴希,61865159,2026,北海道日本ハム,5,1,2,0,0,0,2,1,1,0.333,134,"34
.2",17,3,10,5,40,0,0,10,9,2.34
柴田　獅子,81085150,2025,北海道日本ハム,4,0,0,0,1,1,0,0,0,0,49,"12
.1",11,0,0,2,7,0,0,4,4,2.92
堀　瑞輝,51855134,2017,北海道日本ハム,4,0,1,0,0,0,0,0,0,0,31,8,8,3,1,0,7,0,0,3,3,3.38
堀　瑞輝,51855134,2018,北海道日本ハム,10,2,3,1,1,1,0,0,0,0.4,154,"35
.1",33,9,17,3,28,2,0,23,23,5.86
堀　瑞輝,51855134,2019,北海道日本ハム,53,4,4,1,5,9,0,0,0,0.5,265,"60
.1",61,9,18,3,61,1,0,37,35,5.22
堀　瑞輝,51855134,2020,北海道日本ハム,45,2,1,1,14,16,0,0,0,0.667,173,"38
.2",30,2,22,6,45,0,0,20,18,4.19
堀　瑞輝,51855134,2021,北海道日本ハム,60,3,2,0,39,42,0,0,0,0.6,229,"53
.1",36,3,30,4,56,3,0,14,14,2.36
堀　瑞輝,51855134,2022,北海道日本ハム,41,1,5,5,11,12,0,0,0,0.167,160,34,41,4,16,3,34,0,0,23,22,5.82
堀　瑞輝,51855134,2023,北海道日本ハム,5,1,0,0,0,1,0,0,0,1,21,4,9,3,1,0,3,0,0,4,4,9
堀　瑞輝,51855134,2024,北海道日本ハム,10,0,0,0,0,0,0,0,0,0,42,"8
.1",12,2,4,1,14,0,0,9,8,8.64
堀　瑞輝,51855134,2025,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,9,"1
.2",3,0,1,0,2,0,0,3,3,16.2
堀　瑞輝,51855134,2026,北海道日本ハム,1,0,0,0,0,0,0,0,0,0,6,1,3,1,0,0,2,0,0,1,1,9
古林　睿煬,93595150,2025,北海道日本ハム,7,2,2,0,0,0,1,1,1,0.5,136,"32
.1",30,4,9,0,34,0,0,16,13,3.62
古林　睿煬,93595150,2026,北海道日本ハム,6,0,1,0,1,1,0,0,0,0,41,"8
.1",9,2,7,0,13,2,0,5,5,5.4
島本　浩也,51055133,2015,阪　神,18,0,0,0,1,1,0,0,0,0,93,"18
.1",31,6,8,1,12,0,0,19,18,8.84
島本　浩也,51055133,2016,阪　神,23,1,0,0,2,3,0,0,0,1,105,"24
.2",23,2,10,0,24,1,0,10,10,3.65
島本　浩也,51055133,2018,阪　神,1,0,0,0,0,0,0,0,0,0,8,2,2,0,2,0,2,2,0,2,2,9
島本　浩也,51055133,2019,阪　神,63,4,0,1,11,15,0,0,0,1,229,"59
.1",42,4,14,4,60,0,0,13,11,1.67
島本　浩也,51055133,2022,阪　神,15,0,0,0,2,2,0,0,0,0,56,14,12,1,2,0,11,0,0,4,4,2.57
島本　浩也,51055133,2023,阪　神,35,4,2,0,15,19,0,0,0,0.667,100,"26
.2",19,0,3,1,20,0,0,6,5,1.69
島本　浩也,51055133,2024,阪　神,33,2,1,0,6,8,0,0,0,0.667,113,"25
.2",27,1,10,1,10,1,0,9,8,2.81
島本　浩也,51055133,2025,阪　神,16,2,1,0,2,4,0,0,0,0.667,56,"14
.1",12,1,3,1,6,0,0,3,3,1.88
島本　浩也,51055133,2026,北海道日本ハム,13,1,0,1,3,4,0,0,0,1,40,"8
.2",8,0,6,0,6,0,0,3,2,2.08
福谷　浩司,21025137,2013,中　日,9,0,1,0,3,3,0,0,0,0,36,"7
.1",8,1,7,0,4,0,0,6,6,7.36
福谷　浩司,21025137,2014,中　日,72,2,4,11,32,34,0,0,0,0.333,298,"74
.2",54,2,26,1,72,4,2,15,15,1.81
福谷　浩司,21025137,2015,中　日,42,3,4,19,4,7,0,0,0,0.429,176,40,38,3,20,3,25,3,0,19,18,4.05
福谷　浩司,21025137,2016,中　日,41,1,2,8,8,9,0,0,0,0.333,171,40,45,6,9,2,23,5,0,18,18,4.05
福谷　浩司,21025137,2017,中　日,25,1,1,0,2,3,0,0,0,0.5,122,"26
.2",35,5,9,1,26,5,0,17,17,5.74
福谷　浩司,21025137,2018,中　日,29,0,1,0,4,4,0,0,0,0,114,27,31,5,7,0,28,0,0,16,15,5
福谷　浩司,21025137,2019,中　日,1,0,0,0,0,0,0,0,0,0,26,6,6,1,2,0,6,0,0,1,1,1.5
福谷　浩司,21025137,2020,中　日,14,8,2,0,0,0,0,0,0,0.8,359,92,81,7,13,1,72,2,0,27,27,2.64
福谷　浩司,21025137,2021,中　日,18,5,10,0,0,0,1,0,1,0.333,432,"103
.1",112,10,17,1,73,3,0,55,52,4.53
福谷　浩司,21025137,2022,中　日,5,1,3,0,0,0,0,0,0,0.25,119,23,42,3,9,0,14,4,0,27,23,9
福谷　浩司,21025137,2023,中　日,14,3,4,0,0,0,0,0,0,0.429,241,54,72,6,11,1,36,1,0,34,31,5.17
福谷　浩司,21025137,2024,中　日,8,3,1,0,1,1,0,0,0,0.75,121,29,30,3,7,0,16,1,0,12,12,3.72
福谷　浩司,21025137,2025,北海道日本ハム,14,1,1,0,2,3,0,0,0,0.5,63,"14
.1",16,3,4,0,11,1,0,10,6,3.77
福谷　浩司,21025137,2026,北海道日本ハム,9,0,0,0,0,0,0,0,0,0,39,"9
.1",11,2,2,0,5,0,0,3,3,2.89
福島　蓮,81685155,2024,北海道日本ハム,12,2,3,0,0,0,0,0,0,0.4,249,61,51,6,17,3,35,1,0,33,24,3.54
福島　蓮,81685155,2025,北海道日本ハム,8,5,0,0,0,0,0,0,0,1,178,44,37,4,15,1,37,0,0,11,11,2.25
福島　蓮,81685155,2026,北海道日本ハム,3,1,2,0,0,0,0,0,0,0.333,81,"19
.1",20,3,5,0,13,0,0,7,7,3.26
畔柳　亨丞,61765155,2022,北海道日本ハム,1,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
畔柳　亨丞,61765155,2024,北海道日本ハム,5,0,0,0,0,0,0,0,0,0,25,6,3,1,5,0,1,0,0,3,3,4.5
畔柳　亨丞,61765155,2025,北海道日本ハム,5,0,0,0,1,1,0,0,0,0,24,5,5,1,2,0,5,1,0,2,1,1.8
柳川　大晟,63365155,2024,北海道日本ハム,21,1,3,8,1,2,0,0,0,0.25,93,22,11,0,15,0,20,2,1,11,10,4.09
柳川　大晟,63365155,2025,北海道日本ハム,37,2,1,11,7,9,0,0,0,0.667,142,"35
.1",20,2,15,2,43,2,1,6,4,1.02
柳川　大晟,63365155,2026,北海道日本ハム,13,1,0,9,1,2,0,0,0,1,52,13,8,0,5,0,15,0,0,2,2,1.38
齋藤　友貴哉,21725138,2019,阪　神,1,0,0,0,0,0,0,0,0,0,10,2,1,0,3,0,2,0,0,0,0,0
齋藤　友貴哉,21725138,2020,阪　神,5,0,0,0,0,0,0,0,0,0,35,7,9,1,5,0,11,3,0,6,6,7.71
齋藤　友貴哉,21725138,2021,阪　神,19,1,1,0,1,2,0,0,0,0.5,103,"23
.1",23,1,12,0,26,3,0,14,12,4.63
齋藤　友貴哉,21725138,2022,阪　神,20,0,1,0,0,0,0,0,0,0,107,"23
.1",23,2,10,3,27,0,0,14,13,5.01
齋藤　友貴哉,21725138,2024,北海道日本ハム,25,1,1,1,5,6,0,0,0,0.5,115,"26
.1",23,2,12,0,25,3,0,6,5,1.71
齋藤　友貴哉,21725138,2025,北海道日本ハム,47,1,2,3,14,15,0,0,0,0.333,180,"46
.2",31,1,14,2,37,1,0,7,7,1.35
齋藤　友貴哉,21725138,2026,北海道日本ハム,9,0,1,0,2,2,0,0,0,0,32,7,8,1,5,0,3,0,0,4,4,5.14
池田　隆英,1105134,2018,東北楽天,15,1,5,0,4,4,0,0,0,0.167,206,"42
.2",60,4,21,0,24,5,0,33,28,5.91
池田　隆英,1105134,2021,北海道日本ハム,18,3,10,0,1,1,0,0,0,0.231,364,"82
.1",88,11,35,5,52,4,0,42,36,3.94
池田　隆英,1105134,2022,北海道日本ハム,4,1,3,0,0,0,0,0,0,0.25,71,"16
.1",15,0,6,0,11,1,0,7,6,3.31
池田　隆英,1105134,2023,北海道日本ハム,51,1,5,0,25,26,0,0,0,0.167,195,"50
.1",33,5,12,2,45,1,0,18,16,2.86
池田　隆英,1105134,2024,北海道日本ハム,29,2,1,0,15,17,0,0,0,0.667,93,"23
.2",14,4,9,2,22,2,0,10,10,3.8
池田　隆英,1105134,2025,北海道日本ハム,24,0,3,0,13,13,0,0,0,0,94,22,21,1,5,1,14,2,0,6,6,2.45
池田　隆英,1105134,2026,北海道日本ハム,6,0,0,0,0,0,0,0,0,0,26,"5
.2",7,2,2,0,6,0,0,5,5,7.94
菊地　大稀,31735155,2022,読　売,16,0,2,0,0,0,0,0,0,0,82,"17
.2",16,2,13,1,21,2,0,13,11,5.6
菊地　大稀,31735155,2023,読　売,50,4,4,1,11,15,0,0,0,0.5,193,"47
.2",40,4,16,1,55,0,0,19,18,3.4
菊地　大稀,31735155,2025,読　売,7,1,1,0,0,1,0,0,0,0.5,41,10,7,1,4,0,16,0,0,3,2,1.8
