選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
甲斐野　央,51555138,2024,埼玉西武,19,0,2,0,11,11,0,0,0,0,81,"18
.1",15,2,10,1,15,0,0,7,6,2.95
甲斐野　央,51555138,2025,埼玉西武,47,2,3,0,33,35,0,0,0,0.4,180,"43
.2",34,3,18,3,36,2,0,13,12,2.47
甲斐野　央,51555138,2026,埼玉西武,14,1,1,1,8,9,0,0,0,0.5,53,"12
.1",8,1,11,0,14,0,0,4,4,2.92
山田　陽翔,43345157,2025,埼玉西武,49,3,3,1,17,20,0,0,0,0.5,201,"47
.2",46,3,17,1,31,1,0,12,11,2.08
堀越　啓太,31835152,2026,埼玉西武,2,0,0,0,0,0,0,0,0,0,9,2,3,0,0,0,1,0,0,1,1,4.5
ボー・タカハシ,43045155,2022,埼玉西武,27,0,0,0,2,2,0,0,0,0,133,"31
.2",19,2,15,7,26,1,0,14,9,2.56
ボー・タカハシ,43045155,2023,埼玉西武,28,0,1,0,0,0,0,0,0,0,151,36,20,1,19,7,27,2,0,12,12,3
ボー・タカハシ,43045155,2024,埼玉西武,33,2,9,0,7,8,0,0,0,0.182,315,"72
.2",70,4,27,6,48,2,0,31,26,3.22
ボー・タカハシ,43045155,2025,埼玉西武,4,0,0,0,0,0,0,0,0,0,27,5,12,0,1,0,4,0,0,6,6,10.8
羽田　慎之介,51655155,2024,埼玉西武,9,1,3,0,2,3,0,0,0,0.25,73,"16
.1",14,0,10,2,11,1,0,8,5,2.76
羽田　慎之介,51655155,2025,埼玉西武,24,1,1,0,2,3,0,0,0,0.5,98,"21
.1",20,0,14,3,25,1,1,7,7,2.95
羽田　慎之介,51655155,2026,埼玉西武,8,1,1,0,1,2,0,0,0,0.5,45,"8
.1",10,0,10,2,10,2,1,8,7,7.56
Ｔ．ウィンゲンター,53555150,2025,埼玉西武,49,1,4,0,31,32,0,0,0,0.2,188,"46
.2",26,2,20,2,69,4,0,11,9,1.74
杉山　遙希,91095159,2024,埼玉西武,1,0,1,0,0,0,0,0,0,0,17,3,5,0,0,1,2,1,0,6,0,0
杉山　遙希,91095159,2025,埼玉西武,1,0,1,0,0,0,0,0,0,0,24,4,11,1,1,0,2,0,0,9,8,18
篠原　響,61065150,2025,埼玉西武,2,0,1,0,0,0,0,0,0,0,39,7,15,1,2,1,8,0,0,8,8,10.29
篠原　響,61065150,2026,埼玉西武,11,1,1,0,7,8,0,0,0,0.5,44,"10
.1",8,0,3,1,13,1,0,5,1,0.87
黒木　優太,51755134,2017,オリックス,55,6,3,2,25,31,0,0,0,0.667,226,"53
.1",39,2,26,2,62,3,0,26,25,4.22
黒木　優太,51755134,2018,オリックス,39,1,1,0,17,18,0,0,0,0.5,145,34,37,3,12,0,26,1,0,17,17,4.5
黒木　優太,51755134,2022,オリックス,27,2,2,1,5,7,0,0,0,0.5,106,"26
.2",20,3,9,0,21,2,0,8,7,2.36
黒木　優太,51755134,2023,オリックス,12,1,5,0,0,1,0,0,0,0.167,122,26,33,2,16,1,20,1,0,20,19,6.58
黒木　優太,51755134,2024,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,9,2,1,0,2,0,1,0,0,1,1,4.5
黒木　優太,51755134,2025,埼玉西武,29,1,1,0,3,4,0,0,0,0.5,123,"29
.1",24,1,13,0,25,4,0,15,11,3.38
Ｅ．ラミレス,73975150,2025,埼玉西武,27,1,0,0,7,8,0,0,0,1,106,"26
.2",16,1,12,0,28,2,0,3,3,1.01
Ｅ．ラミレス,73975150,2026,埼玉西武,4,1,1,0,0,1,0,0,0,0.5,17,4,4,1,1,0,2,0,0,2,2,4.5
黒田　将矢,21725155,2025,埼玉西武,8,0,0,0,0,0,0,0,0,0,59,"12
.2",16,4,7,0,13,0,0,8,8,5.68
黒田　将矢,21725155,2026,埼玉西武,11,1,0,0,0,1,0,0,0,1,43,11,8,0,3,0,8,1,0,0,0,0
中村　祐太,71075139,2017,広島東洋,15,5,4,0,0,0,0,0,0,0.556,312,"74
.2",68,7,26,2,54,1,0,33,31,3.74
中村　祐太,71075139,2018,広島東洋,9,3,4,0,0,0,0,0,0,0.429,205,"44
.2",50,8,21,5,31,1,0,33,30,6.04
中村　祐太,71075139,2019,広島東洋,2,0,0,0,0,0,0,0,0,0,32,"5
.2",11,3,5,0,4,1,0,8,8,12.71
中村　祐太,71075139,2020,広島東洋,8,3,4,0,0,0,0,0,0,0.429,191,"46
.2",42,8,11,2,37,1,0,12,12,2.31
中村　祐太,71075139,2021,広島東洋,3,0,3,0,0,0,0,0,0,0,65,13,21,3,5,0,6,0,0,17,16,11.08
中村　祐太,71075139,2023,広島東洋,5,0,0,0,0,0,0,0,0,0,31,7,9,1,1,0,3,0,0,5,1,1.29
中村　祐太,71075139,2024,埼玉西武,27,0,1,0,0,0,0,0,0,0,134,32,26,2,12,2,17,2,0,12,11,3.09
中村　祐太,71075139,2025,埼玉西武,20,0,2,0,0,0,0,0,0,0,101,26,21,1,9,0,23,1,0,4,3,1.04
中村　祐太,71075139,2026,埼玉西武,8,0,0,0,2,2,0,0,0,0,37,10,3,0,3,0,11,0,0,2,1,0.9
平良　海馬,31035136,2019,埼玉西武,26,2,1,1,6,8,0,0,0,0.667,111,24,29,2,9,3,23,3,0,13,9,3.38
平良　海馬,31035136,2020,埼玉西武,54,1,0,1,33,34,0,0,0,1,214,53,22,2,29,8,62,5,0,11,11,1.87
平良　海馬,31035136,2021,埼玉西武,62,3,4,20,21,24,0,0,0,0.429,247,60,36,0,28,5,70,3,0,6,6,0.9
平良　海馬,31035136,2022,埼玉西武,61,1,3,9,34,35,0,0,0,0.25,226,"57
.2",36,2,18,2,75,3,0,15,10,1.56
平良　海馬,31035136,2023,埼玉西武,23,11,7,0,0,0,0,0,0,0.611,611,150,115,10,55,5,153,0,0,47,40,2.4
平良　海馬,31035136,2024,埼玉西武,22,3,2,0,9,11,0,0,0,0.6,208,"48
.2",44,1,21,5,43,1,0,11,9,1.66
平良　海馬,31035136,2025,埼玉西武,54,4,2,31,8,12,0,0,0,0.667,220,"52
.2",43,0,21,3,53,2,0,12,10,1.71
平良　海馬,31035136,2026,埼玉西武,6,2,1,0,0,0,1,1,0,0.667,147,38,20,1,12,2,37,1,0,5,4,0.95
冨士　大和,91895150,2026,埼玉西武,2,0,0,0,0,0,0,0,0,0,14,2,7,1,1,0,3,0,0,5,5,22.5
豆田　泰志,23125153,2023,埼玉西武,16,0,0,1,6,6,0,0,0,0,62,"15
.1",8,0,7,1,12,0,0,1,1,0.59
豆田　泰志,23125153,2024,埼玉西武,15,0,1,0,0,0,0,0,0,0,78,"15
.2",22,1,11,0,12,2,0,12,11,6.32
豆田　泰志,23125153,2025,埼玉西武,3,0,0,0,0,0,0,0,0,0,17,4,5,0,0,0,6,0,0,0,0,0
豆田　泰志,23125153,2026,埼玉西武,2,0,0,0,0,0,0,0,0,0,13,2,6,0,1,0,0,1,0,4,4,18
菅井　信也,71075155,2024,埼玉西武,8,1,2,0,1,1,0,0,0,0.333,108,24,26,4,10,0,22,0,0,14,14,5.25
菅井　信也,71075155,2025,埼玉西武,11,5,5,0,0,0,0,0,0,0.5,239,"55
.1",51,5,29,0,47,0,0,22,22,3.58
菅井　信也,71075155,2026,埼玉西武,6,2,2,0,0,0,0,0,0,0.5,131,"31
.1",26,1,13,2,17,0,0,12,12,3.45
佐藤　爽,31035150,2026,埼玉西武,2,1,0,0,0,0,0,0,0,1,45,12,6,1,3,1,10,0,0,2,2,1.5
浜屋　将太,61465151,2020,埼玉西武,12,3,3,0,0,0,0,0,0,0.5,217,"50
.2",48,7,21,3,23,1,0,30,28,4.97
浜屋　将太,61465151,2021,埼玉西武,8,1,6,0,0,0,0,0,0,0.143,174,"36
.2",39,8,26,4,26,4,0,27,27,6.63
浜屋　将太,61465151,2024,埼玉西武,1,0,0,0,0,0,0,0,0,0,15,"2
.1",3,0,3,1,1,0,0,4,3,11.57
浜屋　将太,61465151,2025,埼玉西武,16,0,0,0,0,0,0,0,0,0,60,14,13,0,10,0,12,1,0,8,7,4.5
浜屋　将太,61465151,2026,埼玉西武,14,0,0,0,1,1,0,0,0,0,46,"11
.1",11,0,5,0,9,0,0,4,4,3.18
上間　永遠,21325151,2021,埼玉西武,5,1,1,0,0,0,0,0,0,0.5,94,"21
.1",26,3,9,0,10,1,1,15,15,6.33
佐々木　健,1005153,2021,埼玉西武,5,0,0,0,0,0,0,0,0,0,46,"8
.2",13,1,8,1,4,0,0,9,8,8.31
佐々木　健,1005153,2022,埼玉西武,37,3,0,0,5,8,0,0,0,1,135,"29
.2",29,0,18,4,24,1,0,11,10,3.03
佐々木　健,1005153,2023,埼玉西武,21,0,1,0,4,4,0,0,0,0,83,"20
.2",14,0,8,1,13,0,0,5,2,0.87
佐々木　健,1005153,2025,埼玉西武,15,0,3,0,1,1,0,0,0,0,62,"14
.1",13,1,4,3,8,0,0,8,8,5.02
森脇　亮介,71875138,2019,埼玉西武,29,2,1,0,2,4,0,0,0,0.667,143,31,29,3,20,3,24,1,0,17,17,4.94
森脇　亮介,71875138,2020,埼玉西武,47,7,1,1,16,23,0,0,0,0.875,178,"46
.2",22,3,20,1,41,1,1,8,7,1.35
森脇　亮介,71875138,2021,埼玉西武,45,3,1,1,13,16,0,0,0,0.75,184,"40
.1",42,3,22,2,29,3,0,18,18,4.02
森脇　亮介,71875138,2022,埼玉西武,43,1,1,1,10,11,0,0,0,0.5,148,"36
.2",30,2,8,2,33,0,0,10,7,1.72
森脇　亮介,71875138,2023,埼玉西武,31,2,1,3,12,14,0,0,0,0.667,117,"27
.2",22,1,15,0,26,1,0,8,6,1.95
高橋　礼,1005136,2018,福岡ソフトバンク,12,0,1,0,0,0,0,0,0,0,123,30,23,2,13,4,15,0,0,10,10,3
高橋　礼,1005136,2019,福岡ソフトバンク,23,12,6,0,0,0,0,0,0,0.667,584,143,114,10,49,11,73,3,1,56,53,3.34
高橋　礼,1005136,2020,福岡ソフトバンク,52,4,2,0,23,27,0,0,0,0.667,220,51,42,2,24,9,29,1,0,17,15,2.65
高橋　礼,1005136,2021,福岡ソフトバンク,11,1,1,0,0,0,0,0,0,0.5,168,34,31,3,32,6,14,0,0,25,22,5.82
高橋　礼,1005136,2022,福岡ソフトバンク,4,0,0,0,0,0,0,0,0,0,19,"3
.1",5,0,4,0,2,0,0,5,5,13.5
高橋　礼,1005136,2023,福岡ソフトバンク,5,0,2,0,0,0,0,0,0,0,63,"11
.2",23,3,6,1,2,0,0,14,14,10.8
高橋　礼,1005136,2024,読　売,11,2,2,0,0,0,1,0,0,0.5,199,"46
.2",42,3,21,1,22,1,0,20,19,3.66
Ｊ．デュプランティエ,13715150,2025,阪　神,15,6,3,0,0,0,2,2,0,0.667,349,"90
.2",53,1,20,6,113,2,0,19,14,1.39
Ｊ．デュプランティエ,13715150,2026,横浜DeNA,2,0,2,0,0,0,0,0,0,0,40,9,8,0,5,0,6,1,0,4,3,3
東　克樹,51155136,2018,横浜DeNA,24,11,5,0,0,0,1,1,0,0.688,626,154,130,13,42,2,155,1,0,45,42,2.45
東　克樹,51155136,2019,横浜DeNA,7,4,2,0,0,0,0,0,0,0.667,161,"38
.1",38,4,10,1,31,1,0,17,16,3.76
東　克樹,51155136,2021,横浜DeNA,3,1,2,0,0,0,0,0,0,0.333,75,"19
.2",10,1,4,0,20,0,0,5,5,2.29
東　克樹,51155136,2022,横浜DeNA,12,1,6,0,0,0,0,0,0,0.143,229,"50
.2",67,5,10,2,41,1,0,30,26,4.62
東　克樹,51155136,2023,横浜DeNA,24,16,3,0,0,0,4,2,4,0.842,665,"172
.1",149,14,15,1,133,1,0,40,38,1.98
東　克樹,51155136,2024,横浜DeNA,26,13,4,0,0,0,2,2,1,0.765,731,183,166,11,27,6,140,0,0,45,44,2.16
東　克樹,51155136,2025,横浜DeNA,24,14,8,0,0,0,2,0,1,0.636,648,"160
.1",142,15,26,5,123,0,0,50,39,2.19
東　克樹,51155136,2026,横浜DeNA,7,4,2,0,0,0,0,0,0,0.667,170,44,29,4,11,1,39,0,0,12,8,1.64
竹田　祐,11415150,2025,横浜DeNA,6,4,1,0,0,0,0,0,0,0.8,141,"37
.1",23,3,10,1,27,0,0,7,7,1.69
竹田　祐,11415150,2026,横浜DeNA,4,1,2,0,0,0,0,0,0,0.333,80,"18
.1",20,4,6,0,11,0,0,19,13,6.38
伊勢　大夢,41145151,2020,横浜DeNA,33,3,1,0,4,7,0,0,0,0.75,143,35,28,2,12,2,39,0,0,9,7,1.8
伊勢　大夢,41145151,2021,横浜DeNA,39,0,1,0,6,6,0,0,0,0,144,"35
.1",30,0,15,1,38,2,0,11,11,2.8
伊勢　大夢,41145151,2022,横浜DeNA,71,3,3,1,39,42,0,0,0,0.5,269,68,52,1,17,5,69,2,0,14,13,1.72
伊勢　大夢,41145151,2023,横浜DeNA,58,4,6,2,33,37,0,0,0,0.4,212,"50
.1",54,6,16,0,43,0,0,21,18,3.22
伊勢　大夢,41145151,2024,横浜DeNA,37,2,3,0,18,20,0,0,0,0.4,129,"32
.1",28,5,5,2,28,1,0,13,13,3.62
伊勢　大夢,41145151,2025,横浜DeNA,55,0,5,13,32,32,0,0,0,0,214,53,46,3,13,1,58,0,0,17,17,2.89
伊勢　大夢,41145151,2026,横浜DeNA,10,0,1,0,4,4,0,0,0,0,42,"8
.2",12,1,5,0,7,0,0,5,5,5.19
石田　健大,11315130,2015,横浜DeNA,12,2,6,0,0,0,0,0,0,0.25,300,"71
.2",67,6,26,1,58,3,0,23,23,2.89
石田　健大,11315130,2016,横浜DeNA,25,9,4,0,0,0,0,0,0,0.692,608,153,128,21,36,1,132,5,1,53,53,3.12
石田　健大,11315130,2017,横浜DeNA,18,6,6,0,0,0,0,0,0,0.5,436,106,90,10,34,0,103,6,0,43,40,3.4
石田　健大,11315130,2018,横浜DeNA,23,3,7,0,0,2,0,0,0,0.3,408,"92
.1",95,16,34,5,87,2,0,62,51,4.97
石田　健大,11315130,2019,横浜DeNA,40,4,1,0,10,11,0,0,0,0.8,285,"71
.1",59,7,21,0,78,2,0,19,17,2.14
石田　健大,11315130,2020,横浜DeNA,50,1,4,0,25,26,0,0,0,0.2,176,"42
.2",32,1,14,1,46,3,0,15,12,2.53
石田　健大,11315130,2021,横浜DeNA,33,1,2,0,2,3,0,0,0,0.333,168,"37
.2",44,4,18,2,39,1,0,24,24,5.73
石田　健大,11315130,2022,横浜DeNA,15,7,4,0,0,0,0,0,0,0.636,337,"82
.1",67,8,26,1,68,3,0,30,27,2.95
石田　健大,11315130,2023,横浜DeNA,23,4,9,0,0,0,0,0,0,0.308,500,118,127,12,30,5,99,3,0,56,52,3.97
石田　健大,11315130,2024,横浜DeNA,6,2,3,0,0,0,0,0,0,0.4,126,32,28,5,6,0,24,0,0,13,12,3.38
石田　健大,11315130,2026,横浜DeNA,2,0,0,0,0,0,0,0,0,0,12,"2
.1",3,2,1,0,3,0,0,3,2,7.71
島田　舜也,11015152,2026,横浜DeNA,2,1,0,0,0,0,0,0,0,1,41,11,8,0,2,0,10,1,0,2,2,1.64
大貫　晋一,1305138,2019,横浜DeNA,15,6,5,0,0,0,0,0,0,0.545,302,"66
.2",81,7,25,2,54,1,0,38,37,5
大貫　晋一,1305138,2020,横浜DeNA,19,10,6,0,0,0,1,0,1,0.625,452,"113
.2",96,13,29,3,81,0,1,34,32,2.53
大貫　晋一,1305138,2021,横浜DeNA,22,6,7,0,0,0,0,0,0,0.462,499,112,137,9,30,3,106,3,0,57,54,4.34
大貫　晋一,1305138,2022,横浜DeNA,24,11,8,0,0,0,0,0,0,0.579,562,"136
.2",126,13,36,8,118,4,0,48,42,2.77
大貫　晋一,1305138,2023,横浜DeNA,13,5,4,0,0,0,1,1,0,0.556,304,"76
.1",57,6,18,4,55,0,0,27,25,2.95
大貫　晋一,1305138,2024,横浜DeNA,15,6,7,0,0,0,0,0,0,0.462,370,"88
.1",78,6,24,4,58,0,1,35,28,2.85
大貫　晋一,1305138,2025,横浜DeNA,11,2,6,0,0,0,1,1,0,0.25,274,67,67,4,13,3,44,0,0,24,23,3.09
小園　健太,31935155,2024,横浜DeNA,1,0,1,0,0,0,0,0,0,0,18,"2
.2",7,0,3,0,3,0,0,5,5,16.88
小園　健太,31935155,2025,横浜DeNA,1,1,0,0,0,0,0,0,0,1,21,5,3,1,4,0,4,0,0,3,3,5.4
山﨑　康晃,41845130,2015,横浜DeNA,58,2,4,37,7,9,0,0,0,0.333,215,"56
.1",38,2,11,1,66,4,1,13,12,1.92
山﨑　康晃,41845130,2016,横浜DeNA,59,2,5,33,7,9,0,0,0,0.286,252,"57
.2",57,7,23,0,61,2,0,27,23,3.59
山﨑　康晃,41845130,2017,横浜DeNA,68,4,2,26,15,19,0,0,0,0.667,260,"65
.2",52,3,13,1,84,1,0,16,12,1.64
山﨑　康晃,41845130,2018,横浜DeNA,57,2,4,37,3,5,0,0,0,0.333,226,"56
.1",40,5,18,1,63,1,0,18,17,2.72
山﨑　康晃,41845130,2019,横浜DeNA,61,3,2,30,4,7,0,0,0,0.6,243,60,44,6,19,0,54,0,0,18,13,1.95
山﨑　康晃,41845130,2020,横浜DeNA,40,0,3,6,8,8,0,0,0,0,176,38,52,4,14,0,31,1,0,26,24,5.68
山﨑　康晃,41845130,2021,横浜DeNA,60,3,2,1,27,30,0,0,0,0.6,229,55,58,2,14,3,39,0,0,21,20,3.27
山﨑　康晃,41845130,2022,横浜DeNA,56,0,2,37,3,3,0,0,0,0,197,"54
.1",29,4,9,0,42,1,0,9,8,1.33
山﨑　康晃,41845130,2023,横浜DeNA,49,3,7,20,8,11,0,0,0,0.3,189,"45
.1",48,7,8,1,54,1,0,22,22,4.37
山﨑　康晃,41845130,2024,横浜DeNA,38,3,5,4,11,14,0,0,0,0.375,163,"37
.2",35,4,11,3,29,1,1,18,14,3.35
山﨑　康晃,41845130,2025,横浜DeNA,17,0,3,1,1,1,0,0,0,0,65,15,14,4,7,0,12,0,0,7,7,4.2
山﨑　康晃,41845130,2026,横浜DeNA,13,0,0,10,1,1,0,0,0,0,51,"12
.1",10,2,3,1,14,0,0,4,3,2.19
坂本　裕哉,11015151,2020,横浜DeNA,10,4,1,0,0,0,0,0,0,0.8,200,46,48,10,17,3,29,1,0,30,29,5.67
坂本　裕哉,11015151,2021,横浜DeNA,16,4,6,0,0,0,0,0,0,0.4,310,"70
.1",89,9,22,3,46,2,0,43,41,5.25
坂本　裕哉,11015151,2022,横浜DeNA,15,0,5,0,0,0,0,0,0,0,212,48,52,9,21,3,28,1,0,33,33,6.19
坂本　裕哉,11015151,2023,横浜DeNA,13,0,1,0,0,0,0,0,0,0,111,25,27,2,12,2,13,1,0,16,16,5.76
坂本　裕哉,11015151,2024,横浜DeNA,48,1,1,0,13,14,0,0,0,0.5,190,45,43,3,12,1,39,3,0,16,11,2.2
坂本　裕哉,11015151,2025,横浜DeNA,35,4,1,0,4,8,0,0,0,0.8,157,37,35,2,10,1,33,2,0,14,13,3.16
坂本　裕哉,11015151,2026,横浜DeNA,15,0,1,0,2,2,0,0,0,0,61,"13
.1",16,0,4,0,9,1,0,6,3,2.03
入江　大生,61365153,2021,横浜DeNA,4,0,4,0,0,0,0,0,0,0,80,"18
.1",22,4,5,1,14,1,1,18,16,7.85
入江　大生,61365153,2022,横浜DeNA,57,5,1,0,10,15,0,0,0,0.833,262,63,49,4,26,1,69,2,0,23,21,3
入江　大生,61365153,2023,横浜DeNA,32,1,1,0,7,8,0,0,0,0.5,136,30,29,0,16,2,32,1,0,11,9,2.7
入江　大生,61365153,2025,横浜DeNA,50,3,3,22,6,9,0,0,0,0.5,190,"45
.2",33,6,19,1,45,0,0,18,16,3.15
入江　大生,61365153,2026,横浜DeNA,3,0,1,0,0,0,0,0,0,0,64,"12
.2",19,2,7,0,15,0,0,12,10,7.11
吉野　光樹,33535157,2024,横浜DeNA,7,3,2,0,0,0,0,0,0,0.6,137,"31
.1",34,5,11,1,29,1,0,15,15,4.31
吉野　光樹,33535157,2025,横浜DeNA,2,0,0,0,0,0,0,0,0,0,35,"7
.2",8,2,5,0,8,0,0,5,4,4.7
吉野　光樹,33535157,2026,横浜DeNA,6,0,1,0,1,1,0,0,0,0,29,7,5,0,3,0,7,1,0,2,2,2.57
藤浪　晋太郎,41045137,2013,阪　神,24,10,6,0,0,0,0,0,0,0.625,563,"137
.2",119,10,44,2,126,8,0,48,42,2.75
藤浪　晋太郎,41045137,2014,阪　神,25,11,8,0,0,0,2,0,0,0.579,704,163,150,6,64,11,172,6,0,79,64,3.53
藤浪　晋太郎,41045137,2015,阪　神,28,14,7,0,0,0,7,4,1,0.667,840,199,162,9,82,11,221,9,0,70,53,2.4
藤浪　晋太郎,41045137,2016,阪　神,26,7,11,0,0,0,2,1,0,0.389,734,169,152,11,70,8,176,6,1,78,61,3.25
藤浪　晋太郎,41045137,2017,阪　神,11,3,5,0,0,0,0,0,0,0.375,271,59,53,5,45,8,41,5,0,30,27,4.12
藤浪　晋太郎,41045137,2018,阪　神,13,5,3,0,0,0,1,1,0,0.625,326,71,70,5,47,4,70,5,0,45,42,5.32
藤浪　晋太郎,41045137,2019,阪　神,1,0,0,0,0,0,0,0,0,0,23,"4
.1",4,0,6,2,3,0,0,1,1,2.08
藤浪　晋太郎,41045137,2020,阪　神,24,1,6,0,7,7,0,0,0,0.143,341,"76
.1",71,5,40,2,85,4,0,47,34,4.01
藤浪　晋太郎,41045137,2021,阪　神,21,3,3,0,4,5,0,0,0,0.5,238,"48
.1",47,4,40,4,52,8,1,29,28,5.21
藤浪　晋太郎,41045137,2022,阪　神,16,3,5,0,0,1,0,0,0,0.375,276,"66
.2",58,6,21,3,65,5,0,28,25,3.38
藤浪　晋太郎,41045137,2025,横浜DeNA,6,1,0,0,0,0,0,0,0,1,95,22,20,1,9,2,19,3,0,10,10,4.09
篠木　健太郎,41045150,2025,横浜DeNA,3,0,1,0,1,1,0,0,0,0,27,"5
.1",6,1,4,1,3,0,0,6,6,10.13
篠木　健太郎,41045150,2026,横浜DeNA,2,1,0,0,0,0,0,0,0,1,47,12,7,1,6,0,12,0,0,3,3,2.25
武田　陸玖,91295159,2025,横浜DeNA,1,1,0,0,0,1,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,9
橋本　達弥,31635157,2025,横浜DeNA,1,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,0,0,0,2,2,18
橋本　達弥,31635157,2026,横浜DeNA,6,1,0,0,0,1,0,0,0,1,30,"6
.2",3,0,8,0,9,0,0,1,1,1.35
尾形　崇斗,61365136,2020,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,8,1,2,0,3,0,2,0,0,3,3,27
尾形　崇斗,61365136,2021,福岡ソフトバンク,8,0,0,0,0,0,0,0,0,0,34,"10
.1",3,1,2,0,9,0,0,1,1,0.87
尾形　崇斗,61365136,2022,福岡ソフトバンク,9,1,0,0,0,1,0,0,0,1,54,"11
.1",14,2,6,0,11,1,0,7,7,5.56
尾形　崇斗,61365136,2023,福岡ソフトバンク,12,0,1,0,0,0,0,0,0,0,75,18,18,3,3,1,15,0,0,11,8,4
尾形　崇斗,61365136,2024,福岡ソフトバンク,12,2,0,0,3,5,0,0,0,1,46,"11
.2",8,0,3,0,15,0,1,4,3,2.31
尾形　崇斗,61365136,2025,福岡ソフトバンク,38,1,1,0,5,6,0,0,0,0.5,154,"34
.2",36,7,12,0,41,2,0,21,18,4.67
尾形　崇斗,61365136,2026,福岡ソフトバンク,10,0,2,0,0,0,0,0,0,0,47,12,8,2,3,1,19,1,1,4,4,3
松本　凌人,23125159,2024,横浜DeNA,10,0,0,0,1,1,0,0,0,0,50,"10
.2",10,0,6,2,3,0,0,7,7,5.91
松本　凌人,23125159,2025,横浜DeNA,4,0,0,0,0,0,0,0,0,0,19,"3
.2",5,0,4,0,1,1,1,3,3,7.36
若松　尚輝,63365150,2025,横浜DeNA,7,0,0,0,0,0,0,0,0,0,36,8,14,1,1,0,3,0,0,7,7,7.88
若松　尚輝,63365150,2026,横浜DeNA,2,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,2,0,0,0,0,0
佐々木　千隼,71975134,2017,千葉ロッテ,15,4,7,0,0,0,1,0,0,0.364,363,"85
.1",75,9,48,1,59,3,1,41,40,4.22
佐々木　千隼,71975134,2019,千葉ロッテ,7,2,1,0,0,0,0,0,0,0.667,130,32,26,2,12,1,22,0,0,11,9,2.53
佐々木　千隼,71975134,2020,千葉ロッテ,5,0,0,0,0,0,0,0,0,0,23,"4
.1",7,1,2,1,5,1,0,4,4,8.31
佐々木　千隼,71975134,2021,千葉ロッテ,54,8,1,1,26,34,0,0,0,0.889,222,57,36,4,14,2,28,0,0,13,8,1.26
佐々木　千隼,71975134,2022,千葉ロッテ,23,2,3,0,1,3,0,0,0,0.4,120,"25
.1",35,2,11,0,17,1,0,18,18,6.39
佐々木　千隼,71975134,2023,千葉ロッテ,2,0,0,0,0,0,0,0,0,0,15,3,6,0,0,1,0,0,0,2,1,3
佐々木　千隼,71975134,2024,横浜DeNA,28,0,1,1,6,6,0,0,0,0,158,37,30,3,17,2,28,0,0,9,8,1.95
佐々木　千隼,71975134,2025,横浜DeNA,20,2,1,0,4,6,0,0,0,0.667,94,"21
.2",20,1,11,1,20,0,0,10,10,4.15
Ａ．コックス,83385152,2026,横浜DeNA,2,1,0,0,0,0,0,0,0,1,37,9,10,2,2,0,7,1,0,3,3,3
深沢　鳳介,61665155,2026,横浜DeNA,3,0,1,0,0,0,0,0,0,0,65,13,22,1,5,0,9,0,0,14,9,6.23
森原　康平,93195134,2017,東北楽天,42,2,4,0,13,15,0,0,0,0.333,171,"39
.1",42,3,13,0,21,0,0,22,21,4.81
森原　康平,93195134,2018,東北楽天,17,1,2,0,1,2,0,0,0,0.333,73,17,18,1,3,0,19,1,0,11,11,5.82
森原　康平,93195134,2019,東北楽天,64,4,2,0,29,33,0,0,0,0.667,255,64,47,3,18,1,65,0,0,15,14,1.97
森原　康平,93195134,2020,東北楽天,17,1,2,4,2,3,0,0,0,0.333,81,"16
.2",23,4,7,1,14,1,0,14,14,7.56
森原　康平,93195134,2021,東北楽天,34,0,0,0,3,3,0,0,0,0,132,"32
.1",29,3,8,0,30,0,1,10,10,2.78
森原　康平,93195134,2022,東北楽天,3,0,0,0,1,1,0,0,0,0,11,"2
.1",3,0,1,0,3,0,0,0,0,0
森原　康平,93195134,2022,横浜DeNA,6,0,0,0,0,0,0,0,0,0,24,6,6,2,0,0,8,0,0,4,4,6
森原　康平,93195134,2023,横浜DeNA,46,2,1,17,10,12,0,0,0,0.667,171,"42
.2",34,2,11,2,34,0,0,12,11,2.32
森原　康平,93195134,2024,横浜DeNA,58,2,6,29,11,13,0,0,0,0.25,247,"59
.2",54,3,12,1,59,0,0,18,16,2.41
森原　康平,93195134,2025,横浜DeNA,30,0,2,0,11,11,0,0,0,0,109,28,20,1,3,1,25,0,0,9,8,2.57
片山　皓心,61565152,2026,横浜DeNA,1,0,1,0,0,0,0,0,0,0,20,"2
.2",9,1,2,1,2,0,0,7,7,23.63
Ｊ．ルイーズ,53955152,2026,横浜DeNA,11,1,0,0,4,5,0,0,0,1,40,"10
.2",8,0,0,0,9,0,0,1,1,0.84
中川　颯,21425153,2021,オリックス,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0
中川　颯,21425153,2024,横浜DeNA,29,3,0,1,5,6,0,0,0,1,250,57,65,3,13,6,36,0,0,30,28,4.42
